-1;3;-1;1.0;3.0;-1.0;1.0;2.0;0.0;0.0;1.0;2.0;-1.0;1.0;2.0;2.0;-1.0;2.0;0.0;-1.0;1.0;1.0;-1.0;-1.0;0.0;0.0;-1.0;1.0;1.0;0.0;-1.0;-1.0;-1.0;3.0;-1.0;3.0;0.0;2.0;0.0;0.0;2.0;3.0;0.0;-1.0;2.0;2.0;-1.0;1.0;1.0;2.0;97151.0;507.0
2;0;1;2.0;2.0;2.0;0.0;3.0;2.0;2.0;3.0;3.0;0.0;3.0;3.0;-1.0;1.0;-1.0;-1.0;1.0;0.0;1.0;1.0;3.0;1.0;-1.0;3.0;0.0;0.0;-1.0;-1.0;1.0;1.0;-1.0;-1.0;2.0;1.0;3.0;3.0;0.0;-1.0;2.0;0.0;2.0;2.0;0.0;3.0;3.0;2.0;1.0;96810.0;585.0
0;-1;2;1.0;2.0;1.0;2.0;1.0;0.0;0.0;3.0;1.0;0.0;-1.0;0.0;1.0;1.0;1.0;2.0;3.0;0.0;2.0;0.0;3.0;-1.0;-1.0;0.0;0.0;-1.0;1.0;-1.0;3.0;2.0;1.0;3.0;-1.0;2.0;2.0;3.0;2.0;0.0;-1.0;3.0;-1.0;-1.0;0.0;1.0;3.0;0.0;1.0;96784.0;579.0
2;3;1;3.0;-1.0;-1.0;-1.0;-1.0;1.0;0.0;1.0;0.0;-1.0;0.0;1.0;0.0;-1.0;-1.0;1.0;-1.0;2.0;2.0;-1.0;0.0;2.0;-1.0;1.0;0.0;3.0;0.0;3.0;-1.0;2.0;2.0;1.0;0.0;1.0;2.0;-1.0;0.0;0.0;0.0;3.0;2.0;1.0;3.0;-1.0;2.0;1.0;2.0;96679.0;535.0
1;1;0;2.0;0.0;2.0;3.0;2.0;-1.0;-1.0;-1.0;2.0;-1.0;-1.0;1.0;0.0;-1.0;-1.0;-1.0;2.0;0.0;2.0;2.0;3.0;1.0;3.0;2.0;3.0;0.0;0.0;2.0;3.0;2.0;0.0;-1.0;-1.0;0.0;1.0;2.0;-1.0;3.0;3.0;3.0;0.0;0.0;0.0;-1.0;-1.0;3.0;1.0;96928.0;527.0
2;0;3;1.0;0.0;2.0;-1.0;2.0;-1.0;-1.0;2.0;2.0;1.0;0.0;2.0;-1.0;0.0;0.0;0.0;3.0;1.0;-1.0;0.0;1.0;1.0;1.0;1.0;2.0;-1.0;1.0;1.0;2.0;0.0;-1.0;2.0;-1.0;-1.0;-1.0;3.0;2.0;2.0;-1.0;0.0;3.0;-1.0;-1.0;-1.0;-1.0;-1.0;2.0;97243.0;494.0
3;3;2;1.0;1.0;-1.0;-1.0;-1.0;3.0;0.0;2.0;1.0;0.0;2.0;3.0;-1.0;0.0;-1.0;0.0;3.0;0.0;2.0;0.0;2.0;-1.0;-1.0;-1.0;2.0;2.0;1.0;-1.0;0.0;1.0;0.0;3.0;1.0;2.0;1.0;0.0;3.0;-1.0;1.0;-1.0;3.0;2.0;-1.0;0.0;1.0;2.0;3.0;96911.0;544.0
-1;1;-1;1.0;0.0;-1.0;2.0;-1.0;3.0;-1.0;-1.0;0.0;2.0;-1.0;3.0;0.0;-1.0;3.0;-1.0;0.0;1.0;1.0;1.0;-1.0;0.0;3.0;2.0;1.0;1.0;1.0;0.0;2.0;1.0;2.0;0.0;1.0;3.0;-1.0;0.0;0.0;2.0;2.0;3.0;0.0;-1.0;2.0;3.0;0.0;2.0;2.0;96879.0;535.0
-1;3;3;3.0;-1.0;1.0;3.0;2.0;3.0;3.0;0.0;2.0;2.0;1.0;3.0;0.0;2.0;0.0;-1.0;2.0;-1.0;1.0;-1.0;0.0;3.0;1.0;1.0;3.0;-1.0;2.0;-1.0;0.0;2.0;0.0;-1.0;0.0;2.0;2.0;1.0;1.0;1.0;2.0;0.0;3.0;1.0;0.0;-1.0;1.0;2.0;0.0;96694.0;593.0
1;1;3;-1.0;3.0;-1.0;3.0;2.0;3.0;3.0;2.0;1.0;-1.0;3.0;0.0;-1.0;1.0;1.0;-1.0;-1.0;1.0;0.0;-1.0;1.0;0.0;2.0;2.0;1.0;2.0;0.0;2.0;-1.0;1.0;-1.0;-1.0;0.0;-1.0;-1.0;2.0;3.0;2.0;2.0;1.0;3.0;0.0;3.0;0.0;3.0;1.0;0.0;97085.0;548.0
