0;1;0;0;1;3;0.6;23;3;40;-100;4;250;23;40;0;1.4;48.139;3323.151244
0;1;0;0;1;3;0.6;23;3;200;0;4;250;23;40;0;1.4;48.139;3134.942256
0;1;0;0;1;1;1;23;3;40;0;4;250;23;40;0;1.4;48.148;8077.788092
0;1;0;0;1;1;0;23;3;40;0;4;250;23;40;0;1.4;44.414;6506.946809
0;1;0;0;1;3;1;23;3;40;100;4;250;23;40;0;1.4;48.086;8162.070467
0;1;0;0;1;3;0;23;3;40;100;4;250;23;40;0;1.4;44.45;6751.140172
0;1;0;0;1;3;1;23;3;40;0;4;250;23;1;0;1.4;48.051;8313.539556
0;1;0;0;1;3;0;23;3;40;0;4;250;23;1;0;1.4;44.315;6855.862884
0;1;0;0;1;25;1;23;3;40;0;4;250;23;40;0;1.4;48.096;8019.508518
0;1;0;0;1;25;0;23;3;40;0;4;250;23;40;0;1.4;44.411;6337.564583
0;1;0;0;1;3;1;23;3;40;0;4;1;23;40;0;1.4;48.748;2923.998665
0;1;0;0;1;3;0;23;3;40;0;4;1;23;40;0;1.4;41.16;2668.929465
0;1;0;0;1;3;1;23;3;40;0;4;250;23;100;0;1.4;48.127;8390.534986
0;1;0;0;1;3;0;23;3;40;0;4;250;23;100;0;1.4;44.453;7003.450925
0;1;0;0;1;3;1;23;3;40;0;4;250;23;40;0;1.4;48.101;8140.975751
0;1;0;0;1;3;0;23;3;40;0;4;250;23;40;0;1.4;44.475;6575.534167
0;1;0;0;1;3;1;23;3;40;0;4;1000;23;40;0;1.4;48.101;8156.773859
0;1;0;0;1;3;0;23;3;40;0;4;1000;23;40;0;1.4;44.473;6606.30498
0;1;0;0;0;3;0.6;23;3;40;0;4;250;23;40;0;0;32.231;7868.200031
0;1;0;0;2;3;0.6;23;3;40;0;4;250;23;40;0;0;32.231;7870.46962
0;1;0;0;0;3;0.6;0;3;40;0;4;250;23;40;0;1.4;47.116;7776.5911
0;1;0;0;2;3;0.6;0;3;40;0;4;250;23;40;0;1.4;47.116;7771.407908
0;1;0;0;0;3;0.6;23;3;40;0;4;250;23;40;0;2;47.177;7758.210194
0;1;0;0;2;3;0.6;23;3;40;0;4;250;23;40;0;2;47.177;7745.617118
0;1;0;0;0;3;0.6;23;0;40;0;4;250;23;40;0;1.4;47.079;5778.052634
0;1;0;0;2;3;0.6;23;0;40;0;4;250;23;40;0;1.4;47.079;5753.874301
0;1;0;0;0;3;0.6;51;3;40;0;4;250;23;40;0;1.4;47.116;7764.463161
0;1;0;0;2;3;0.6;51;3;40;0;4;250;23;40;0;1.4;47.116;7771.424228
0;1;0;0;0;3;0.6;23;3;40;-100;4;250;23;40;0;1.4;46.877;8042.220637
0;1;0;0;2;3;0.6;23;3;40;-100;4;250;23;40;0;1.4;46.877;8043.757975
0;1;0;0;0;3;0.6;23;9;40;0;4;250;23;40;0;1.4;47.129;11525.51815
0;1;0;0;2;3;0.6;23;9;40;0;4;250;23;40;0;1.4;47.129;11529.15548
0;1;0;0;1;25;0.6;23;3;250;0;4;250;23;40;0;1.4;47.097;7370.65935
0;1;0;0;1;25;0.6;23;3;1;0;4;250;23;40;0;1.4;46.966;5907.352193
0;1;0;0;1;3;0.6;23;3;250;0;4;250;23;1;0;1.4;47.048;7724.354803
0;1;0;0;1;3;0.6;23;3;1;0;4;250;23;1;0;1.4;45.714;5980.579871
0;1;0;0;1;3;0.6;23;3;250;0;4;250;23;100;0;1.4;47.123;7782.303803
0;1;0;0;1;3;0.6;23;3;1;0;4;250;23;100;0;1.4;45.84;6068.781794
0;1;0;0;1;3;0.6;23;3;250;0;4;1;23;40;0;1.4;45.981;2250.343726
0;1;0;0;1;3;0.6;23;3;1;0;4;1;23;40;0;1.4;45.981;2266.6875
0;1;0;0;1;3;0.6;23;3;250;0;4;1000;23;40;0;1.4;47.119;6834.50751
0;1;0;0;1;3;0.6;23;3;1;0;4;1000;23;40;0;1.4;45.778;5878.172664
0;1;0;0;1;3;0.6;23;3;250;0;4;250;23;40;0;1.4;47.113;9454.898839
0;1;0;0;1;3;0.6;23;3;1;0;4;250;23;40;0;1.4;45.793;5831.149398
0;1;0;0;0;3;1;23;3;40;0;4;250;23;40;0;1.4;48.101;8140.863149
0;1;0;0;0;3;0;23;3;40;0;4;250;23;40;0;1.4;44.475;6564.127363
0;1;0;0;2;3;0;23;3;40;0;4;250;23;40;0;1.4;44.475;6575.501191
0;1;0;0;2;3;1;23;3;40;0;4;250;23;40;0;1.4;48.101;8125.747202
0;1;0;0;1;3;0;23;3;40;0;4;250;23;40;0;0;28.036;6725.174217
0;1;0;0;1;3;1;23;3;40;0;4;250;23;40;0;0;39.489;8221.163675
0;1;0;0;1;3;0;23;3;40;0;4;250;23;40;0;2;44.494;6580.311975
0;1;0;0;1;3;1;23;3;40;0;4;250;23;40;0;2;48.187;8137.338537
0;1;0;0;1;3;0;0;3;40;0;4;250;23;40;0;1.4;44.475;6583.344624
0;1;0;0;1;3;1;0;3;40;0;4;250;23;40;0;1.4;48.101;8144.650324
0;1;0;0;1;3;0;51;3;40;0;4;250;23;40;0;1.4;44.475;6577.02497
0;1;0;0;1;3;1;51;3;40;0;4;250;23;40;0;1.4;48.101;8140.452072
