1;1;1;8006.2;419.16
1;1;2;10818;316.58
1;1;3;11601;286.42
1;1;4;11537;292.69
1;1;5;12999;237.04
1;1;6;12285;288.02
1;1;7;12032;275.01
1;1;8;13630;228.6
1;1;9;12168;268.84
1;1;10;13055;247.74
1;1;11;14500;229.24
1;1;12;12239;263.31
1;1;13;12596;260.77
1;1;14;15891;198.18
1;1;15;13164;244.6
1;1;16;12781;250.88
1;1;17;16487;191.92
1;1;18;12962;253.55
1;2;1;8587.7;377.76
1;2;2;11514;283.68
1;2;3;12493;261.6
1;2;4;14253;247.47
1;2;5;14658;247.88
1;2;6;14244;240.76
1;2;7;15192;214.55
1;2;8;16267;241.35
1;2;9;15377;217.16
1;2;10;16738;221.13
1;2;11;16819;213.84
1;2;12;15830;208.02
1;2;13;16286;186.2
1;2;14;17417;206.11
1;2;15;16529;206.59
1;2;16;18331;198.49
1;2;17;18839;193.46
1;2;18;15819;197.37
1;3;1;7905.6;416.37
1;3;2;11995;284.51
1;3;3;13484;246.75
1;3;4;14334;248.43
1;3;5;14845;232.94
1;3;6;14644;240.27
1;3;7;16029;254.05
1;3;8;16550;225.83
1;3;9;17202;205.13
1;3;10;17784;189.72
1;3;11;17484;196.27
1;3;12;18268;200.34
1;3;13;18222;199.7
1;3;14;17396;220.63
1;3;15;19206;177.95
1;3;16;18801;194.37
1;3;17;19818;185.14
1;3;18;18647;209.34
1;4;1;8297.3;386.33
1;4;2;11975;282.78
1;4;3;13958;241.05
1;4;4;14204;250.52
1;4;5;15173;254.59
1;4;6;15596;221.13
1;4;7;15648;228.73
1;4;8;16533;212.25
1;4;9;15607;205.96
1;4;10;17669;197.21
1;4;11;17728;204.74
1;4;12;18493;194.98
1;4;13;18710;179.83
1;4;14;17538;188.25
1;4;15;18404;192.67
1;4;16;17685;211.49
1;4;17;19895;181.35
1;4;18;18807;189.21
1;5;1;8381.5;402.22
1;5;2;11395;285.58
1;5;3;13665;247.65
1;5;4;14629;253.32
1;5;5;14958;230.14
1;5;6;15394;224.92
1;5;7;15979;201.95
1;5;8;15568;227.4
1;5;9;17086;205.78
1;5;10;18338;207.11
1;5;11;17640;200.79
1;5;12;18590;193.02
1;5;13;18384;230.66
1;5;14;17701;193.79
1;5;15;19350;217.33
1;5;16;19524;195.03
1;5;17;20391;176.12
1;5;18;19409;194.12
1;6;1;8439.5;391.66
1;6;2;11370;282.9
1;6;3;13978;239.83
1;6;4;14036;236.23
1;6;5;14816;248.53
1;6;6;15571;221.22
1;6;7;14952;211.67
1;6;8;16616;217.77
1;6;9;17646;210.41
1;6;10;18354;189.74
1;6;11;18004;219.26
1;6;12;18961;176.39
1;6;13;17982;185.49
1;6;14;18238;206.1
1;6;15;19629;189.2
1;6;16;19256;200.02
1;6;17;20024;176.57
1;6;18;19152;183.64
2;1;1;8337.3;394.28
2;1;2;11726;287.88
2;1;3;12804;250.71
2;1;4;12507;260.97
2;1;5;13998;218.03
2;1;6;12043;254.55
2;1;7;12766;255.09
2;1;8;14679;221
2;1;9;13015;254.37
2;1;10;13940;226.85
2;1;11;16112;198.53
2;1;12;13566;240.13
2;1;13;13554;237.44
2;1;14;16567;199.75
2;1;15;13883;240.04
2;1;16;14072;225.86
2;1;17;16256;194.45
2;1;18;13858;243.6
2;2;1;9093.2;355.89
2;2;2;11914;274.71
2;2;3;12954;255.64
2;2;4;14545;220.19
2;2;5;14916;228.45
2;2;6;14743;241.03
2;2;7;15682;216.74
2;2;8;16853;241.67
2;2;9;15583;232.8
2;2;10;17373;194.83
2;2;11;17310;205.18
2;2;12;16945;217.96
2;2;13;17908;207.82
2;2;14;18040;193.07
2;2;15;16557;202.01
2;2;16;18510;181.3
2;2;17;19269;193.05
2;2;18;17493;186.91
2;3;1;8506.4;352.62
2;3;2;12453;274.3
2;3;3;14913;221.1
2;3;4;14668;243.64
2;3;5;15768;229.09
2;3;6;15960;224.49
2;3;7;15743;201.25
2;3;8;16592;205.46
2;3;9;17332;196.91
2;3;10;18007;204.66
2;3;11;17883;193.69
2;3;12;18862;190.63
2;3;13;18608;221.8
2;3;14;18380;191.8
2;3;15;19434;180.54
2;3;16;19199;184.12
2;3;17;19203;190.63
2;3;18;19432;180.34
