1;1;1;2.62E+05;512;9260;104.57
1;1;1;2.62E+05;1024;9282.3;103.32
1;1;1;2.62E+05;2048;9375.7;101.58
1;1;1;1.05E+06;512;8945.8;110.33
1;1;1;1.05E+06;1024;9213.3;102.99
1;1;1;1.05E+06;2048;9453.5;101.19
1;1;1;5.24E+06;512;9267.3;107.04
1;1;1;5.24E+06;1024;9334.2;102.94
1;1;1;5.24E+06;2048;9249.4;103.98
1;1;1;1.05E+07;512;9083.2;106.7
1;1;1;1.05E+07;1024;9395.3;104.4
1;1;1;1.05E+07;2048;9314.8;102.73
1;1;1;1.05E+08;512;9283.7;103.14
1;1;1;1.05E+08;1024;9333.8;102.77
1;1;1;1.05E+08;2048;9023.6;110.07
1;1;2;2.62E+05;512;10871;90.738
1;1;2;2.62E+05;1024;10644;92.735
1;1;2;2.62E+05;2048;10703;92.15
1;1;2;1.05E+06;512;10750;90.004
1;1;2;1.05E+06;1024;11009;90.522
1;1;2;1.05E+06;2048;10820;93.632
1;1;2;5.24E+06;512;10991;90.148
1;1;2;5.24E+06;1024;10874;90.62
1;1;2;5.24E+06;2048;10917;89.624
1;1;2;1.05E+07;512;10803;91.932
1;1;2;1.05E+07;1024;10793;92.613
1;1;2;1.05E+07;2048;10839;91.767
1;1;2;1.05E+08;512;10979;89.199
1;1;2;1.05E+08;1024;10817;92.744
1;1;2;1.05E+08;2048;10620;92.693
1;1;3;2.62E+05;512;13009;75.129
1;1;3;2.62E+05;1024;12721;77.152
1;1;3;2.62E+05;2048;12463;79.078
1;1;3;1.05E+06;512;12901;77.71
1;1;3;1.05E+06;1024;2122.2;167.26
1;1;3;1.05E+06;2048;12633;78.619
1;1;3;5.24E+06;512;12959;76.212
1;1;3;5.24E+06;1024;12561;79.292
1;1;3;5.24E+06;2048;12171;81.11
1;1;3;1.05E+07;512;12597;80.093
1;1;3;1.05E+07;1024;12305;82.948
1;1;3;1.05E+07;2048;11983;80.941
1;1;3;1.05E+08;512;12503;80.717
1;1;3;1.05E+08;1024;12276;82.332
1;1;3;1.05E+08;2048;12221;79.187
1;1;6;2.62E+05;512;13551;71.47
1;1;6;2.62E+05;1024;14178;68.567
1;1;6;2.62E+05;2048;13516;71.818
1;1;6;1.05E+06;512;13677;73.65
1;1;6;1.05E+06;1024;14223;67.023
1;1;6;1.05E+06;2048;14074;69.475
1;1;6;5.24E+06;512;14672;66.689
1;1;6;5.24E+06;1024;13611;70.129
1;1;6;5.24E+06;2048;14277;68.234
1;1;6;1.05E+07;512;14290;68.155
1;1;6;1.05E+07;1024;13915;69.791
1;1;6;1.05E+07;2048;13955;69.705
1;1;6;1.05E+08;512;13599;73.403
1;1;6;1.05E+08;1024;14207;69.085
1;1;6;1.05E+08;2048;14702;65.645
1;1;9;2.62E+05;512;14975;65.207
1;1;9;2.62E+05;1024;14719;65.299
1;1;9;2.62E+05;2048;14570;66.392
1;1;9;1.05E+06;512;15293;63.421
1;1;9;1.05E+06;1024;15145;64.861
1;1;9;1.05E+06;2048;14318;68.578
1;1;9;5.24E+06;512;14748;65.825
1;1;9;5.24E+06;1024;14733;65.498
1;1;9;5.24E+06;2048;13940;72.766
1;1;9;1.05E+07;512;15037;64.194
1;1;9;1.05E+07;1024;13976;67.493
1;1;9;1.05E+07;2048;14557;69.437
1;1;9;1.05E+08;512;14117;68.127
1;1;9;1.05E+08;1024;14686;65.76
1;1;9;1.05E+08;2048;14722;66.798
1;1;12;2.62E+05;512;15337;64.027
1;1;12;2.62E+05;1024;15166;63.527
1;1;12;2.62E+05;2048;14905;64.588
1;1;12;1.05E+06;512;15001;66.233
1;1;12;1.05E+06;1024;14910;67.445
1;1;12;1.05E+06;2048;14646;68.492
1;1;12;5.24E+06;512;15059;63.972
1;1;12;5.24E+06;1024;14805;68.305
1;1;12;5.24E+06;2048;14589;65.733
1;1;12;1.05E+07;512;14767;65.394
1;1;12;1.05E+07;1024;14971;64.789
1;1;12;1.05E+07;2048;14742;66.966
1;1;12;1.05E+08;512;14220;66.596
1;1;12;1.05E+08;1024;14557;66.947
1;1;12;1.05E+08;2048;14527;67.116
1;2;1;2.62E+05;512;7914.2;130
1;2;1;2.62E+05;1024;7878.8;125.61
1;2;1;2.62E+05;2048;7965.2;124.28
1;2;1;1.05E+06;512;7828.6;129.22
1;2;1;1.05E+06;1024;7845.4;126.82
1;2;1;1.05E+06;2048;7811.1;127.36
1;2;1;5.24E+06;512;8074.2;124.25
1;2;1;5.24E+06;1024;7954.7;126.38
1;2;1;5.24E+06;2048;8056;124.54
1;2;1;1.05E+07;512;7890;126.63
1;2;1;1.05E+07;1024;8083.9;124.77
1;2;1;1.05E+07;2048;7978.3;122.71
1;2;1;1.05E+08;512;8012.6;126.01
1;2;1;1.05E+08;1024;8084.2;123.81
1;2;1;1.05E+08;2048;7810.2;127.93
1;2;2;2.62E+05;512;11323;86.081
1;2;2;2.62E+05;1024;11259;85.93
1;2;2;2.62E+05;2048;11125;86.779
1;2;2;1.05E+06;512;10718;89.321
1;2;2;1.05E+06;1024;11303;85.569
1;2;2;1.05E+06;2048;11100;88.202
1;2;2;5.24E+06;512;11235;85.496
1;2;2;5.24E+06;1024;10979;90.24
1;2;2;5.24E+06;2048;11311;86.368
1;2;2;1.05E+07;512;11302;83.442
1;2;2;1.05E+07;1024;11185;86.291
1;2;2;1.05E+07;2048;11154;87.62
1;2;2;1.05E+08;512;11123;88.986
1;2;2;1.05E+08;1024;11067;87.06
1;2;2;1.05E+08;2048;11455;83.516
1;2;3;2.62E+05;512;14411;69.1
1;2;3;2.62E+05;1024;14361;67.604
1;2;3;2.62E+05;2048;14302;67.396
1;2;3;1.05E+06;512;14327;67.328
1;2;3;1.05E+06;1024;14343;67.011
1;2;3;1.05E+06;2048;14099;68.713
1;2;3;5.24E+06;512;14573;68.835
1;2;3;5.24E+06;1024;14197;69.457
1;2;3;5.24E+06;2048;14608;65.23
1;2;3;1.05E+07;512;14060;72.272
1;2;3;1.05E+07;1024;14584;66.234
1;2;3;1.05E+07;2048;14101;70.731
1;2;3;1.05E+08;512;13996;70.993
1;2;3;1.05E+08;1024;14210;68.822
1;2;3;1.05E+08;2048;14328;67.434
1;2;6;2.62E+05;512;16959;56.933
1;2;6;2.62E+05;1024;17478;55.122
1;2;6;2.62E+05;2048;16825;60.046
1;2;6;1.05E+06;512;17898;54.633
1;2;6;1.05E+06;1024;17299;55.711
1;2;6;1.05E+06;2048;17542;55.96
1;2;6;5.24E+06;512;17189;57.059
1;2;6;5.24E+06;1024;17406;54.938
1;2;6;5.24E+06;2048;16684;59.877
1;2;6;1.05E+07;512;16393;61.68
1;2;6;1.05E+07;1024;17130;60.02
1;2;6;1.05E+07;2048;17418;55.344
1;2;6;1.05E+08;512;17083;57.549
1;2;6;1.05E+08;1024;17497;54.146
1;2;6;1.05E+08;2048;16455;61.412
1;2;9;2.62E+05;512;18928;52.784
1;2;9;2.62E+05;1024;19371;51.331
1;2;9;2.62E+05;2048;19992;47.622
1;2;9;1.05E+06;512;18889;52.377
1;2;9;1.05E+06;1024;19209;51.318
1;2;9;1.05E+06;2048;19187;51.458
1;2;9;5.24E+06;512;19541;50.401
1;2;9;5.24E+06;1024;19733;49.527
1;2;9;5.24E+06;2048;19063;53.326
1;2;9;1.05E+07;512;19268;51.911
1;2;9;1.05E+07;1024;19614;48.667
1;2;9;1.05E+07;2048;19710;49.453
1;2;9;1.05E+08;512;18965;51.98
1;2;9;1.05E+08;1024;19610;49.111
1;2;9;1.05E+08;2048;19671;50.391
1;2;12;2.62E+05;512;20415;47.652
1;2;12;2.62E+05;1024;20536;47.513
1;2;12;2.62E+05;2048;20534;49.505
1;2;12;1.05E+06;512;20495;49.017
1;2;12;1.05E+06;1024;19372;50.673
1;2;12;1.05E+06;2048;19935;51.311
1;2;12;5.24E+06;512;20591;47.387
1;2;12;5.24E+06;1024;20353;48.677
1;2;12;5.24E+06;2048;20050;51.366
1;2;12;1.05E+07;512;20117;48.45
1;2;12;1.05E+07;1024;20356;48.387
1;2;12;1.05E+07;2048;20134;51.406
1;2;12;1.05E+08;512;20167;49.514
1;2;12;1.05E+08;1024;20432;48.214
1;2;12;1.05E+08;2048;20178;48.337
1;3;1;2.62E+05;512;8280;114.51
1;3;1;2.62E+05;1024;8479.3;111.58
1;3;1;2.62E+05;2048;8507.8;109.16
1;3;1;1.05E+06;512;8556.9;111.33
1;3;1;1.05E+06;1024;8100;115.72
1;3;1;1.05E+06;2048;8282.6;113.69
1;3;1;5.24E+06;512;8571.8;110.88
1;3;1;5.24E+06;1024;8538.4;110.74
1;3;1;5.24E+06;2048;8404;114.93
1;3;1;1.05E+07;512;8305.2;115.51
1;3;1;1.05E+07;1024;8529.4;112.96
1;3;1;1.05E+07;2048;8567.1;110.72
1;3;1;1.05E+08;512;8423.9;112.78
1;3;1;1.05E+08;1024;8440.4;113.82
1;3;1;1.05E+08;2048;8483.2;115.66
1;3;2;2.62E+05;512;11483;85.765
1;3;2;2.62E+05;1024;11558;81.884
1;3;2;2.62E+05;2048;11518;83.852
1;3;2;1.05E+06;512;11641;83.951
1;3;2;1.05E+06;1024;11890;80.612
1;3;2;1.05E+06;2048;11549;84.664
1;3;2;5.24E+06;512;11317;84.692
1;3;2;5.24E+06;1024;11795;83.769
1;3;2;5.24E+06;2048;11898;80.556
1;3;2;1.05E+07;512;11620;81.587
1;3;2;1.05E+07;1024;11667;82.684
1;3;2;1.05E+07;2048;11772;82.358
1;3;2;1.05E+08;512;11722;83.214
1;3;2;1.05E+08;1024;11901;81.936
1;3;2;1.05E+08;2048;11699;84.691
