1;1;1;5434.7;1.8632
1;1;2;5552.9;1.8259
1;1;3;5529.9;1.8618
1;1;4;5646.8;1.8299
1;1;5;5534.5;1.8374
1;1;6;5420.2;1.8391
1;1;7;5377.6;1.8759
1;1;8;5377.4;1.8902
1;1;9;5220.9;1.8724
1;1;10;5481;1.9006
1;1;11;5300.4;1.9305
1;1;12;5258.8;1.9272
1;1;13;5201.2;1.9178
1;1;14;5042.6;1.9422
1;1;15;5257.5;1.9272
1;1;16;5283.2;1.9688
1;1;17;5190.9;1.9543
1;1;18;5137.8;1.9503
1;2;1;5698.4;1.8184
1;2;2;5801.6;1.7259
1;2;3;5791.9;1.7557
1;2;4;5775.6;1.7408
1;2;5;5846.6;1.8195
1;2;6;5546.3;1.8161
1;2;7;5594.7;1.8287
1;2;8;5534.4;1.8247
1;2;9;5406;1.8264
1;2;10;5370.8;1.8457
1;2;11;5378.1;1.8613
1;2;12;5577.5;1.8543
1;2;13;5602.6;1.852
1;2;14;5464.8;1.9197
1;2;15;5381.5;1.8954
1;2;16;5424;1.8711
1;2;17;5381;1.9208
1;2;18;5351.2;1.8451
1;3;1;6927.3;1.4724
1;3;2;7468.3;1.3264
1;3;3;7094.5;1.4339
1;3;4;7463.5;1.3638
1;3;5;7130.9;1.4207
1;3;6;7136.5;1.4391
1;3;7;7266.3;1.4241
1;3;8;6900.3;1.4368
1;3;9;6753.5;1.5161
1;3;10;6839.8;1.5172
1;3;11;6678.2;1.5247
1;3;12;6589.5;1.5266
1;3;13;7017.7;1.5023
1;3;14;6560.3;1.5364
1;3;15;6513.8;1.5659
1;3;16;6634;1.5347
1;3;17;6265.2;1.6202
1;3;18;6296.5;1.6335
1;4;1;6764.7;1.477
1;4;2;7928.6;1.3264
1;4;3;7331.2;1.3902
1;4;4;6916.1;1.4471
1;4;5;6869.1;1.4805
1;4;6;7207;1.4109
1;4;7;6763.1;1.5126
1;4;8;6386.8;1.531
1;4;9;6256.8;1.6328
1;4;10;6328.6;1.6178
1;4;11;6509;1.6195
1;4;12;6686.6;1.5439
1;4;13;6370.2;1.563
1;4;14;6071.9;1.6306
1;4;15;6276.2;1.6329
1;4;16;6251.3;1.6295
1;4;17;6151.7;1.6312
1;4;18;6241.1;1.6
1;5;1;7990.6;1.2994
1;5;2;7467.6;1.4
1;5;3;7040.8;1.446
1;5;4;6534.9;1.5195
1;5;5;7114.6;1.4161
1;5;6;7000.6;1.446
1;5;7;6855.4;1.4534
1;5;8;7004.2;1.4586
1;5;9;6683.8;1.5397
1;5;10;6437.4;1.5584
1;5;11;6673.1;1.5382
1;5;12;6573.8;1.5572
1;5;13;6373.1;1.5647
1;5;14;6400.4;1.5555
1;5;15;6345.6;1.5636
1;5;16;6304.4;1.5942
1;5;17;6394.5;1.6168
1;5;18;6293.2;1.6017
1;6;1;7226.1;1.404
1;6;2;7496.3;1.3678
1;6;3;7680.7;1.3299
1;6;4;7690.8;1.3
1;6;5;7532.7;1.3448
1;6;6;7767.2;1.3184
1;6;7;7767.6;1.331
1;6;8;7104.5;1.3724
1;6;9;7381.6;1.3855
1;6;10;7591;1.3139
1;6;11;7037.9;1.4329
1;6;12;7165.7;1.4295
1;6;13;7197.3;1.415
1;6;14;6914.1;1.4566
1;6;15;7042.3;1.4358
1;6;16;7150.8;1.4092
1;6;17;6858.3;1.4572
1;6;18;6857.8;1.4954
10;1;1;28203;3.4546
10;1;2;30487;3.2351
10;1;3;28894;3.4678
10;1;4;28996;3.4218
10;1;5;28189;3.5178
10;1;6;28862;3.5443
10;1;7;29503;3.4534
10;1;8;28536;3.5172
10;1;9;28657;3.4184
10;1;10;28244;3.4636
10;1;11;27273;3.5566
10;1;12;28007;3.5948
10;1;13;27695;3.5988
10;1;14;27587;3.6289
10;1;15;27492;3.6191
10;1;16;27584;3.6382
10;1;17;27657;3.6694
10;1;18;27734;3.6682
10;2;1;28180;3.5385
10;2;2;32999;3.0305
10;2;3;34032;2.9425
10;2;4;31513;3.1552
10;2;5;32465;3.0701
10;2;6;32716;3.0902
10;2;7;31642;3.2213
10;2;8;31045;3.2466
10;2;9;30945;3.2195
10;2;10;31649;3.1989
10;2;11;30705;3.2506
10;2;12;30864;3.2659
10;2;13;30675;3.2491
10;2;14;29973;3.3283
10;2;15;31084;3.2191
10;2;16;30324;3.2671
10;2;17;29708;3.3809
10;2;18;30311;3.3197
10;3;1;29324;3.3776
10;3;2;32680;3.058
10;3;3;31820;3.173
10;3;4;32064;3.1989
10;3;5;30710;3.2454
10;3;6;30616;3.3052
10;3;7;30044;3.3138
10;3;8;30063;3.3333
10;3;9;30268;3.358
10;3;10;30507;3.2954
10;3;11;30027;3.3538
10;3;12;29980;3.326
10;3;13;29956;3.3254
10;3;14;29954;3.3561
10;3;15;30182;3.3306
10;3;16;29242;3.4624
10;3;17;29452;3.4393
10;3;18;29004;3.4422
10;4;1;28420;3.4374
10;4;2;29418;3.5282
10;4;3;30954;3.258
10;4;4;30830;3.2615
10;4;5;30406;3.3592
10;4;6;30674;3.274
10;4;7;30177;3.3191
10;4;8;29361;3.4324
10;4;9;30121;3.3636
10;4;10;29304;3.4023
10;4;11;29849;3.3491
10;4;12;30191;3.3699
10;4;13;29871;3.3572
10;4;14;30010;3.389
10;4;15;29159;3.4936
10;4;16;28586;3.4746
10;4;17;28135;3.5179
10;4;18;28001;3.4593
10;5;1;29790;3.3747
10;5;2;31548;3.1333
10;5;3;28968;3.4356
10;5;4;30228;3.3734
10;5;5;31592;3.2717
10;5;6;30234;3.341
10;5;7;29903;3.374
10;5;8;30839;3.3064
10;5;9;30321;3.4058
10;5;10;30269;3.3514
10;5;11;28365;3.4786
10;5;12;28589;3.5364
10;5;13;28871;3.541
10;5;14;28961;3.4509
10;5;15;28524;3.5358
10;5;16;29568;3.4202
10;5;17;28762;3.4509
10;5;18;28791;3.511
10;6;1;30328;3.3034
10;6;2;34466;2.9167
10;6;3;33660;2.9644
10;6;4;32233;3.1626
10;6;5;32256;3.1328
10;6;6;31394;3.2462
10;6;7;31102;3.1728
10;6;8;31859;3.204
10;6;9;31656;3.1751
10;6;10;31625;3.1312
10;6;11;30909;3.222
10;6;12;31526;3.1931
10;6;13;30842;3.226
10;6;14;30848;3.2613
10;6;15;30885;3.2422
10;6;16;30727;3.2578
10;6;17;29777;3.3335
10;6;18;30611;3.2763
100;1;1;45494;22.179
100;1;2;46286;22.103
100;1;3;49918;20.812
100;1;4;46717;22.151
100;1;5;47456;21.389
100;1;6;51659;20.06
100;1;7;52115;19.205
100;1;8;51198;20.136
100;1;9;55090;18.567
100;1;10;53349;18.9
100;1;11;55611;17.024
100;1;12;53898;17.537
100;1;13;54443;17.328
100;1;14;53658;17.361
100;1;15;54676;16.838
100;1;16;55413;17.56
100;1;17;53428;17.798
100;1;18;54025;17.415
100;2;1;39997;25.032
100;2;2;46785;21.854
100;2;3;48120;21.603
100;2;4;45332;21.875
100;2;5;47051;22.11
100;2;6;47652;21.37
100;2;7;51649;19.832
100;2;8;47480;21.423
100;2;9;52608;19.265
100;2;10;54155;18.162
100;2;11;57860;16.393
100;2;12;54774;17.333
100;2;13;57293;15.94
100;2;14;55727;18.091
100;2;15;55625;16.808
100;2;16;57972;16.279
100;2;17;55616;17.036
100;2;18;55966;16.927
100;3;1;46137;22.012
100;3;2;51763;19.574
100;3;3;45752;21.69
100;3;4;45557;23.217
100;3;5;48057;20.875
100;3;6;52614;19.297
100;3;7;49943;20.323
100;3;8;53673;18.819
100;3;9;53573;18.501
100;3;10;54352;18.575
100;3;11;54634;18.193
100;3;12;55048;18.84
100;3;13;55170;18.374
100;3;14;55033;18.287
100;3;15;54598;18.623
100;3;16;54903;18.29
100;3;17;53660;18.863
100;3;18;54581;18.323
100;4;1;46605;22.206
100;4;2;33592;30.38
100;4;3;39276;26.5
100;4;4;42733;24.039
100;4;5;46977;21.811
100;4;6;49121;20.616
100;4;7;54730;18.332
100;4;8;49490;20.154
100;4;9;49746;19.719
100;4;10;50731;20.16
100;4;11;54203;20.194
100;4;12;50747;19.686
100;4;13;52643;19.134
100;4;14;50767;19.888
100;4;15;52719;19.139
100;4;16;52702;18.764
100;4;17;53212;19.881
100;4;18;50439;19.912
