-1;1.0;-1;1.0;-1.0;0.0;3.0;2.0;1.0;2.0;1.0;-1.0;0.0;0.0;3.0;0.0;2.0;1.0;1.0;0.0;1.0;2.0;2.0;1.0;-1.0;2.0;0.0;2.0;2.0;0.0;1.0;-1.0;2.0;3.0;2.0;2.0;0.0;2.0;1.0;3.0;-1.0;1.0;0.0;0.0;0.0;-1.0;-1.0;3.0;3.0;0.0;595.0;99511.0
1;-1.0;2;-1.0;0.0;2.0;2.0;1.0;2.0;2.0;3.0;1.0;-1.0;2.0;2.0;-1.0;-1.0;1.0;-1.0;1.0;0.0;-1.0;1.0;3.0;3.0;0.0;2.0;0.0;1.0;2.0;1.0;-1.0;2.0;0.0;3.0;3.0;-1.0;1.0;1.0;0.0;-1.0;2.0;1.0;1.0;1.0;-1.0;0.0;0.0;2.0;0.0;567.0;99556.0
0;0.0;-1;1.0;-1.0;2.0;3.0;2.0;2.0;0.0;-1.0;3.0;-1.0;1.0;-1.0;3.0;3.0;2.0;0.0;1.0;3.0;-1.0;0.0;0.0;0.0;1.0;-1.0;3.0;0.0;3.0;2.0;2.0;2.0;1.0;0.0;0.0;1.0;1.0;-1.0;-1.0;3.0;-1.0;1.0;1.0;0.0;0.0;-1.0;2.0;2.0;0.0;557.0;99527.0
2;1.0;0;3.0;3.0;0.0;3.0;1.0;0.0;0.0;2.0;3.0;2.0;3.0;2.0;1.0;2.0;0.0;-1.0;0.0;2.0;3.0;1.0;0.0;0.0;-1.0;1.0;3.0;3.0;3.0;2.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;3.0;-1.0;2.0;2.0;1.0;0.0;1.0;0.0;1.0;1.0;2.0;2.0;674.0;99422.0
2;-1.0;-1;0.0;2.0;0.0;2.0;2.0;0.0;3.0;2.0;1.0;3.0;1.0;3.0;2.0;1.0;0.0;1.0;0.0;0.0;1.0;-1.0;1.0;2.0;0.0;3.0;0.0;2.0;1.0;1.0;2.0;2.0;0.0;3.0;1.0;2.0;2.0;0.0;2.0;3.0;3.0;-1.0;-1.0;2.0;1.0;1.0;3.0;0.0;0.0;635.0;99461.0
2;3.0;3;1.0;1.0;0.0;3.0;1.0;2.0;3.0;0.0;2.0;-1.0;-1.0;3.0;-1.0;0.0;0.0;2.0;2.0;3.0;2.0;2.0;2.0;0.0;3.0;1.0;-1.0;2.0;1.0;1.0;1.0;3.0;1.0;2.0;0.0;1.0;-1.0;0.0;3.0;-1.0;1.0;2.0;0.0;0.0;-1.0;2.0;2.0;-1.0;0.0;586.0;99512.0
1;1.0;3;2.0;-1.0;1.0;3.0;-1.0;2.0;1.0;2.0;2.0;0.0;0.0;2.0;0.0;1.0;3.0;1.0;1.0;0.0;3.0;0.0;3.0;3.0;1.0;2.0;2.0;3.0;0.0;2.0;1.0;0.0;2.0;1.0;2.0;2.0;0.0;3.0;1.0;0.0;-1.0;-1.0;0.0;2.0;1.0;2.0;3.0;0.0;1.0;643.0;99433.0
0;2.0;2;-1.0;-1.0;1.0;3.0;2.0;1.0;2.0;0.0;2.0;3.0;1.0;2.0;1.0;0.0;3.0;2.0;3.0;2.0;3.0;3.0;0.0;-1.0;2.0;0.0;0.0;1.0;1.0;1.0;1.0;2.0;0.0;2.0;2.0;1.0;0.0;1.0;3.0;-1.0;1.0;3.0;3.0;-1.0;-1.0;2.0;0.0;3.0;1.0;633.0;99468.0
2;0.0;0;0.0;-1.0;2.0;2.0;0.0;2.0;-1.0;2.0;0.0;2.0;0.0;2.0;2.0;0.0;3.0;3.0;-1.0;1.0;-1.0;-1.0;1.0;3.0;-1.0;1.0;1.0;0.0;2.0;1.0;1.0;1.0;2.0;0.0;0.0;1.0;-1.0;1.0;0.0;2.0;2.0;0.0;1.0;-1.0;2.0;1.0;1.0;3.0;-1.0;580.0;99505.0
1;3.0;2;0.0;-1.0;1.0;-1.0;3.0;1.0;0.0;1.0;2.0;2.0;2.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;3.0;0.0;2.0;-1.0;-1.0;-1.0;2.0;2.0;2.0;0.0;-1.0;0.0;1.0;0.0;2.0;0.0;1.0;-1.0;-1.0;2.0;0.0;-1.0;2.0;3.0;-1.0;2.0;1.0;0.0;567.0;99505.0
0;0.0;3;2.0;0.0;2.0;2.0;2.0;1.0;0.0;1.0;2.0;3.0;3.0;3.0;3.0;0.0;3.0;3.0;3.0;0.0;0.0;1.0;1.0;3.0;3.0;0.0;3.0;1.0;0.0;1.0;1.0;1.0;0.0;3.0;1.0;1.0;2.0;2.0;1.0;0.0;1.0;0.0;1.0;1.0;2.0;2.0;0.0;2.0;2.0;708.0;99396.0
2;1.0;2;1.0;2.0;3.0;0.0;1.0;0.0;3.0;0.0;1.0;0.0;2.0;2.0;1.0;3.0;2.0;0.0;0.0;1.0;2.0;3.0;1.0;1.0;-1.0;0.0;1.0;0.0;2.0;3.0;2.0;1.0;1.0;0.0;3.0;0.0;2.0;1.0;0.0;3.0;1.0;0.0;3.0;-1.0;2.0;-1.0;3.0;-1.0;3.0;651.0;99440.0
1;1.0;-1;3.0;2.0;1.0;0.0;3.0;0.0;2.0;0.0;2.0;2.0;1.0;3.0;1.0;-1.0;3.0;2.0;2.0;2.0;1.0;0.0;0.0;0.0;2.0;3.0;1.0;2.0;0.0;1.0;3.0;2.0;3.0;1.0;2.0;3.0;0.0;0.0;1.0;2.0;3.0;-1.0;0.0;1.0;3.0;2.0;1.0;1.0;0.0;665.0;99427.0
2;0.0;1;3.0;1.0;0.0;3.0;0.0;-1.0;-1.0;3.0;1.0;2.0;2.0;0.0;3.0;-1.0;3.0;0.0;2.0;1.0;2.0;1.0;3.0;0.0;1.0;2.0;-1.0;-1.0;2.0;3.0;2.0;2.0;0.0;3.0;1.0;1.0;1.0;0.0;0.0;1.0;2.0;1.0;3.0;3.0;0.0;2.0;0.0;1.0;3.0;631.0;99448.0
1;2.0;-1;1.0;0.0;0.0;1.0;2.0;-1.0;-1.0;2.0;-1.0;2.0;1.0;0.0;0.0;2.0;2.0;0.0;-1.0;-1.0;1.0;3.0;0.0;-1.0;0.0;0.0;1.0;0.0;-1.0;2.0;0.0;2.0;2.0;3.0;2.0;1.0;1.0;2.0;2.0;0.0;3.0;0.0;3.0;1.0;-1.0;0.0;2.0;1.0;1.0;591.0;99504.0
0;-1.0;1;1.0;3.0;2.0;3.0;-1.0;2.0;0.0;1.0;1.0;2.0;2.0;0.0;2.0;2.0;-1.0;1.0;1.0;1.0;0.0;1.0;1.0;3.0;1.0;3.0;0.0;2.0;2.0;2.0;0.0;1.0;-1.0;1.0;0.0;2.0;0.0;2.0;2.0;3.0;1.0;3.0;1.0;2.0;-1.0;-1.0;-1.0;0.0;3.0;599.0;99480.0
