-1;1.0;-1;1.0;-1.0;0.0;3.0;2.0;1.0;2.0;1.0;-1.0;0.0;0.0;3.0;0.0;2.0;1.0;1.0;0.0;1.0;2.0;2.0;1.0;-1.0;2.0;0.0;2.0;2.0;0.0;1.0;-1.0;2.0;3.0;2.0;2.0;0.0;2.0;1.0;3.0;-1.0;1.0;0.0;0.0;0.0;-1.0;-1.0;3.0;3.0;0.0;97723.0;595.0
1;-1.0;2;-1.0;0.0;2.0;2.0;1.0;2.0;2.0;3.0;1.0;-1.0;2.0;2.0;-1.0;-1.0;1.0;-1.0;1.0;0.0;-1.0;1.0;3.0;3.0;0.0;2.0;0.0;1.0;2.0;1.0;-1.0;2.0;0.0;3.0;3.0;-1.0;1.0;1.0;0.0;-1.0;2.0;1.0;1.0;1.0;-1.0;0.0;0.0;2.0;0.0;97942.0;567.0
0;0.0;-1;1.0;-1.0;2.0;3.0;2.0;2.0;0.0;-1.0;3.0;-1.0;1.0;-1.0;3.0;3.0;2.0;0.0;1.0;3.0;-1.0;0.0;0.0;0.0;1.0;-1.0;3.0;0.0;3.0;2.0;2.0;2.0;1.0;0.0;0.0;1.0;1.0;-1.0;-1.0;3.0;-1.0;1.0;1.0;0.0;0.0;-1.0;2.0;2.0;0.0;97877.0;557.0
2;1.0;0;3.0;3.0;0.0;3.0;1.0;0.0;0.0;2.0;3.0;2.0;3.0;2.0;1.0;2.0;0.0;-1.0;0.0;2.0;3.0;1.0;0.0;0.0;-1.0;1.0;3.0;3.0;3.0;2.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;3.0;-1.0;2.0;2.0;1.0;0.0;1.0;0.0;1.0;1.0;2.0;2.0;97332.0;674.0
2;-1.0;-1;0.0;2.0;0.0;2.0;2.0;0.0;3.0;2.0;1.0;3.0;1.0;3.0;2.0;1.0;0.0;1.0;0.0;0.0;1.0;-1.0;1.0;2.0;0.0;3.0;0.0;2.0;1.0;1.0;2.0;2.0;0.0;3.0;1.0;2.0;2.0;0.0;2.0;3.0;3.0;-1.0;-1.0;2.0;1.0;1.0;3.0;0.0;0.0;97607.0;635.0
2;3.0;3;1.0;1.0;0.0;3.0;1.0;2.0;3.0;0.0;2.0;-1.0;-1.0;3.0;-1.0;0.0;0.0;2.0;2.0;3.0;2.0;2.0;2.0;0.0;3.0;1.0;-1.0;2.0;1.0;1.0;1.0;3.0;1.0;2.0;0.0;1.0;-1.0;0.0;3.0;-1.0;1.0;2.0;0.0;0.0;-1.0;2.0;2.0;-1.0;0.0;97926.0;586.0
1;1.0;3;2.0;-1.0;1.0;3.0;-1.0;2.0;1.0;2.0;2.0;0.0;0.0;2.0;0.0;1.0;3.0;1.0;1.0;0.0;3.0;0.0;3.0;3.0;1.0;2.0;2.0;3.0;0.0;2.0;1.0;0.0;2.0;1.0;2.0;2.0;0.0;3.0;1.0;0.0;-1.0;-1.0;0.0;2.0;1.0;2.0;3.0;0.0;1.0;97355.0;643.0
0;2.0;2;-1.0;-1.0;1.0;3.0;2.0;1.0;2.0;0.0;2.0;3.0;1.0;2.0;1.0;0.0;3.0;2.0;3.0;2.0;3.0;3.0;0.0;-1.0;2.0;0.0;0.0;1.0;1.0;1.0;1.0;2.0;0.0;2.0;2.0;1.0;0.0;1.0;3.0;-1.0;1.0;3.0;3.0;-1.0;-1.0;2.0;0.0;3.0;1.0;97680.0;633.0
2;0.0;0;0.0;-1.0;2.0;2.0;0.0;2.0;-1.0;2.0;0.0;2.0;0.0;2.0;2.0;0.0;3.0;3.0;-1.0;1.0;-1.0;-1.0;1.0;3.0;-1.0;1.0;1.0;0.0;2.0;1.0;1.0;1.0;2.0;0.0;0.0;1.0;-1.0;1.0;0.0;2.0;2.0;0.0;1.0;-1.0;2.0;1.0;1.0;3.0;-1.0;97676.0;580.0
1;3.0;2;0.0;-1.0;1.0;-1.0;3.0;1.0;0.0;1.0;2.0;2.0;2.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;3.0;0.0;2.0;-1.0;-1.0;-1.0;2.0;2.0;2.0;0.0;-1.0;0.0;1.0;0.0;2.0;0.0;1.0;-1.0;-1.0;2.0;0.0;-1.0;2.0;3.0;-1.0;2.0;1.0;0.0;97701.0;567.0
0;0.0;3;2.0;0.0;2.0;2.0;2.0;1.0;0.0;1.0;2.0;3.0;3.0;3.0;3.0;0.0;3.0;3.0;3.0;0.0;0.0;1.0;1.0;3.0;3.0;0.0;3.0;1.0;0.0;1.0;1.0;1.0;0.0;3.0;1.0;1.0;2.0;2.0;1.0;0.0;1.0;0.0;1.0;1.0;2.0;2.0;0.0;2.0;2.0;97298.0;708.0
