$Culture,$Criticality,$Criticality Modifier,$Initial Known,$Inter-Dependency,$Dynamism,$Size,$Plan,$Team Size,<$f1,<$f2
0.532916545,0.919614858,93.18445955,0.585091094,83.46668659,16.39736967,1.091084728,3.891992859,11.85361133,5536.381503,0.264976886
0.12998072,1.097644814,86.86292638,0.697958055,97.18821929,23.42609884,1.253628574,3.275869418,10.15706113,10529.92826,0.17975181
0.109557654,0.849767808,87.16835189,0.645728531,7.937805449,41.01038373,1.536766821,4.612087768,2.37456747,2925.933395,0.296202118
0.224320385,1.115569272,89.74419907,0.6854997,63.98433967,24.59948897,1.050268674,4.25518747,12.56199163,11797.3059,0.349295012
0.285319278,1.060994107,90.73346042,0.681025981,64.90594148,29.48721829,1.378526124,0.710030993,14.48096824,10516.12329,0.397898325
0.388650376,0.901313584,87.7987177,0.508012756,88.95267968,48.26983863,1.517808606,4.403177637,8.601056549,4697.981965,0.569803959
0.469850228,1.229216509,90.44265437,0.544936088,46.32937624,19.93145291,1.641045744,2.929649885,4.223399906,29626.58451,0.397852982
0.344761704,1.046115035,89.0905668,0.678040833,5.946257474,4.083284566,1.908174617,3.058010751,9.747731147,10317.51953,0.121370232
0.391810075,0.927197512,85.63658096,0.595400904,19.17596007,47.19549818,1.355031042,2.900200783,17.11622951,7078.571076,0.497857532
0.155672431,0.902962408,94.8256842,0.626802521,5.840926192,40.2621619,1.60645792,0.270866827,17.09281033,6652.616699,0.36299238
0.491559788,1.075751363,81.58904427,0.479075362,27.50221263,37.76611073,0.221972804,0.620704406,19.13716632,6160.154073,0.376212542
0.623824965,1.11676908,83.05182847,0.44002083,5.313238056,6.756534038,0.037957478,3.982751661,10.86358009,8968.720351,0.27556294
0.27886075,0.849144692,81.24837218,0.687227937,66.02941021,11.80525653,1.117279679,4.701204114,1.357352069,2495.687925,0.102039678
0.195272247,1.024473787,83.96900842,0.633126492,12.98348931,49.99892612,1.893920515,2.869836565,12.21324104,9580.235906,0.328682981
0.730929333,0.885250198,81.89380068,0.551039597,78.47975187,6.301806498,0.153016512,1.756814227,1.175353341,1558.092439,0.173563961
0.84980872,0.834781967,80.8484624,0.496039294,35.91141322,10.22171435,1.346246842,2.744388519,10.6703119,3245.11892,0.478536936
0.216392296,0.844883658,84.65745621,0.596038937,50.40862305,39.69939306,1.460151542,3.794321392,18.021381,3484.452113,0.354922023
0.80019118,0.919395196,81.60739994,0.551900443,58.9518725,37.03136761,1.244523556,3.850484422,5.015772263,4398.276265,0.510823737
0.18792851,1.210245094,87.90160241,0.4549981,42.1166035,46.30194833,0.571349662,2.223451984,18.04153489,8536.008466,0.340738987
0.352243583,1.250122254,81.36567678,0.437368334,20.12535868,4.018605235,1.091663285,0.351517504,11.17315673,25682.80589,0.082364707
0.268502362,1.046071237,92.17747126,0.543351202,83.29576498,47.64459292,0.455688824,0.862326816,4.816159166,5459.020268,0.70112874
0.497093231,1.01838179,86.7560118,0.493571521,26.69176867,8.032823871,0.930756801,1.442918264,9.538131785,5409.158338,0.243222289
0.56923285,1.192487025,82.75885776,0.687272382,47.12284386,26.22923845,1.440894427,2.525654011,1.974986794,21684.77606,0.333258727
0.64854731,0.965452475,80.18084363,0.431159847,49.53244149,6.76632008,0.393306706,0.780542416,14.09728818,4600.323131,0.306647045
0.141153112,0.835738577,84.36987693,0.571997676,10.33072317,48.22285405,1.828069588,2.366203086,12.05922031,3055.841371,0.23720426
0.498217335,1.124509089,86.56933919,0.621424397,33.03810913,45.95824278,0.188462504,3.47526472,19.06638672,11346.57429,0.496171684
0.368976962,1.003247726,88.96106895,0.466214582,41.95767581,33.78042081,0.669753216,0.452982516,4.444763032,6047.92811,0.344435044
0.700141325,1.149728684,81.19615201,0.675210728,84.68655328,33.78190696,1.368774888,3.849564268,12.78233704,12122.56609,0.498807394
0.636665741,1.042924508,81.82953018,0.662362313,50.75009352,44.9284122,0.997748333,1.186377373,4.637780706,6818.673712,0.54820233
0.520993103,1.089930124,90.22838262,0.633013144,4.664728922,3.009356722,0.685080487,0.528977438,5.275728484,7655.671448,0.061913754
0.854965975,0.909745519,93.54181463,0.639700247,96.78252266,13.58155242,1.322359362,2.366469469,14.93922499,5055.774606,0.321416951
0.897714555,0.949993618,94.49456085,0.477530943,76.98895298,22.42517166,1.231348186,3.333700609,5.823921897,6100.098823,0.422114597
0.259164199,0.956620574,91.96134389,0.693439436,9.998706299,19.38214214,1.631155968,4.305098417,5.862900192,7356.330364,0.210993798
0.240114967,1.070867909,80.07161218,0.687771056,59.45553784,7.962570324,0.416710089,3.63592715,8.644213387,5969.939473,0.1008126
0.608092096,1.070723281,87.14498941,0.566332447,46.57092858,1.912134558,0.296498692,0.457034297,6.634563123,5344.218312,0.059802138
0.423250403,1.004641735,86.577262,0.539295187,13.03659024,48.48485563,0.697574284,2.345318851,10.31715628,3415.517729,0.572022772
0.164246104,1.195085421,86.92220448,0.525066165,60.23966063,5.959784632,0.415020201,1.933222365,10.09977102,12491.82341,0.039723577
0.811682567,1.230683019,87.95349329,0.464700131,63.21422787,49.09245842,1.362043363,3.367855995,8.602415645,27288.73357,0.527618412
0.555114893,1.084749432,85.13577011,0.528270655,16.83300542,4.645424245,1.355270879,0.003579331,12.14612318,10368.92188,0.242958569
0.610281802,1.152505703,82.70402669,0.456474292,17.13215612,48.2176821,1.556069869,1.85803814,12.69955096,11549.21544,0.490098745
0.560300846,1.255217658,93.07076261,0.657691388,1.644784699,29.58754831,0.107249832,2.738737969,6.42488684,16450.71615,0.546322758
0.84458241,1.166937717,90.9258534,0.475965545,96.41747224,8.654615355,1.981104619,1.230612193,4.665349809,15376.05581,0.378298232
0.765689028,1.036532246,91.53282099,0.479791794,99.03855197,19.26024827,0.393232693,2.524608879,19.34451671,6177.018961,0.599550792
0.78367562,0.976373056,93.96046125,0.526383805,83.93315872,34.12750301,0.279765362,3.133860945,18.09264739,4615.536844,0.468374545
0.568967084,0.96943302,80.07632304,0.572583616,50.97300379,3.7268683,0.725307604,1.345205348,13.25866467,3454.908687,0.155514059
0.4790015,1.0656252,82.4097919,0.643524994,95.88365897,42.1901884,1.974642183,3.981396957,17.19898526,12678.13548,0.498894241
0.494946975,0.860310434,82.15640006,0.534796056,14.23254314,10.48403676,0.195817082,0.90704609,14.93348815,1594.603229,0.344448923
0.246353973,1.192223624,94.38968181,0.407565253,17.28484983,37.97982337,0.779648084,4.135091939,7.851250642,11986.98547,0.224399582
0.839937299,0.976079824,87.68635775,0.42685323,16.55619699,6.217789741,0.07989125,2.122166101,3.42524958,4898.699274,0.286106055
0.677881229,0.891235728,82.31334061,0.538440011,27.20494676,22.0727836,0.125527677,0.793931405,9.876141255,3057.785404,0.399907187
0.621175041,1.090638023,86.41085572,0.445934411,67.57544305,48.78582468,1.486348632,3.555252263,2.710321442,10171.70614,0.694880756
0.125437811,1.061490154,94.54474278,0.692366147,16.44068863,3.902490945,1.021300091,4.657263205,16.32804066,14542.19969,0.060815803
0.266537953,1.014102081,83.72544811,0.461275532,24.17891363,9.213943765,1.223236168,1.142486815,19.33307718,10245.18756,0.130563025
0.748369281,1.027020568,83.06634769,0.454083087,38.23219895,15.99633914,1.899987613,4.58968446,9.026670299,6908.241705,0.439332161
0.487138811,1.050465284,89.95522177,0.56811037,12.04989754,29.38466938,0.288672407,1.033475253,16.31493962,4873.739009,0.365671179
0.298664005,1.134133908,80.38147397,0.684899549,5.829623713,5.387856191,1.901412685,4.355611472,12.56123472,10982.54946,0.157490266
0.893829371,1.257801208,93.1669694,0.583762459,72.69891815,42.88442905,0.191346541,3.462543408,19.58665825,16344.31855,0.564345869
0.666143939,0.936017429,93.72363687,0.623371635,71.08844676,30.68134947,0.878068199,1.514707042,17.97149796,3603.630014,0.427628191
0.209028613,1.256453067,89.85142459,0.594074662,87.02341806,45.45552188,0.376586973,3.002820143,10.37939884,18776.61911,0.365061536
0.608052161,1.033225535,92.4948484,0.676379512,81.07346013,34.43122771,1.443179945,4.058305216,1.886191346,8207.622549,0.431054116
0.21267087,1.120951257,81.35942499,0.542613322,82.82266896,37.93016649,1.120759955,1.640318207,15.50178114,12313.31492,0.223431409
0.829808979,0.860836915,92.04039147,0.506582702,28.57283918,33.23089126,1.722977996,0.279070299,11.95742031,3600.604138,0.426504111
0.34572348,0.892946273,90.10411625,0.405766869,82.30570628,30.06684002,1.078742573,1.926763387,16.21296843,5188.31503,0.358592911
0.624447491,0.943940255,84.05495599,0.527199258,23.32702894,16.6223825,0.179035244,0.10459452,11.18785496,3394.930371,0.27519238
0.184688233,1.224801795,82.27391116,0.58729397,30.28490749,30.22570728,0.245443974,3.079800367,18.93014649,13709.1597,0.298466176
0.667313426,1.062459037,91.2071824,0.58760591,97.10054596,8.986483123,1.589833497,0.735543869,3.834897261,9628.423949,0.304979689
0.253017425,0.97456298,89.52708703,0.524611906,55.90394588,36.57040034,0.132301653,1.374111123,16.43330742,6127.314096,0.268177192
0.248084862,0.863963092,84.24995405,0.464186586,79.87474913,22.83147977,1.895545301,4.296055457,16.64993718,3621.150221,0.329665578
0.616960516,1.187072781,91.57702769,0.633543938,21.92915081,32.27260705,0.273500936,3.482654102,15.5961223,17918.08506,0.53080206
0.844464284,1.053121076,83.49709064,0.504724227,84.30510035,40.04583118,0.451375414,0.177401352,9.021788803,5998.129154,0.51952592
0.23843367,1.149763118,94.87054985,0.460952707,50.59218557,22.26596196,1.474581084,0.650501007,5.900410416,15971.43965,0.326138656
0.662875208,1.067438162,93.74918115,0.499739693,11.78198028,43.03599254,1.653620169,4.182172428,1.419361299,11646.40015,0.540093639
0.322954522,0.848412629,88.57636258,0.660953739,42.56867078,32.05965827,0.431610028,0.327292138,8.86633051,1206.354355,0.401000197
0.174537817,0.901499764,82.5760777,0.656508824,70.21025289,3.949747512,1.935044489,3.151146639,14.57933592,5415.354688,0.082099196
0.476023434,0.841310296,87.45964539,0.570043559,56.68388642,29.57597077,1.066565821,1.251320965,14.94529755,3458.90909,0.432532751
0.298366714,0.91247111,87.29631149,0.522237832,93.91746253,19.0605816,0.980682676,4.266663836,17.17106819,3285.137345,0.383484459
0.553155897,0.909945855,83.05893845,0.565891219,51.7108667,9.117956401,0.270696309,3.177598102,19.59149346,3967.178039,0.201224047
0.644870824,1.156050586,82.62707157,0.427030616,11.91461469,35.83301942,0.175930652,3.353424431,6.008201929,8759.322425,0.534742648
0.692944553,0.980459641,89.19803545,0.674391987,29.27971238,19.16696179,1.95066134,3.932524218,14.78035894,6595.28156,0.226286824
0.890596439,0.986682526,80.62000827,0.579597901,71.46477148,22.14253995,1.325746508,3.586732326,5.916279069,5651.681365,0.421549124
0.120432542,1.154481028,94.33037131,0.661359391,46.48222089,35.91349192,1.763616953,1.578163297,18.31617569,22028.08603,0.313572364
0.8817857,1.199029191,88.74701188,0.531744305,43.56559055,18.63130311,0.050385156,1.238205631,12.17351328,12947.29961,0.364560848
0.301918293,1.034218414,86.98978104,0.605854962,15.54514177,16.07185428,1.118674872,2.868179322,13.6764338,8872.50459,0.187297891
0.846998416,1.167786391,86.7835998,0.538009786,17.99729289,15.43507372,1.791990866,2.55334404,4.399724525,14240.77056,0.381478385
0.505516501,0.823420179,86.78355381,0.687070144,35.22659724,41.36456007,0.599733618,4.359916293,2.637701031,1986.798892,0.411848411
0.333379332,0.827096252,89.1143367,0.641397379,45.49954301,42.64257905,0.023863246,4.833830952,18.21668033,2400.33559,0.388898868
0.534512137,1.221355967,88.16463904,0.691814331,12.66955047,27.81498269,0.85946253,4.957705939,6.080523906,11408.2561,0.548975507
0.337943757,1.13421814,87.3400632,0.690961399,46.14884407,39.52599733,1.43291382,0.490611646,18.25154655,14916.05881,0.415572674
0.330947516,0.890785061,94.71567919,0.501888718,26.00438905,45.20845718,1.30334306,1.986788891,6.833302152,4945.731543,0.309855416
0.554156643,1.073046837,83.38590627,0.646816686,63.58243443,23.02684667,1.993195918,4.413971639,19.95066713,13685.19917,0.411892891
0.58344697,0.847246573,88.89679513,0.671283321,95.13991287,7.865051961,0.208827339,1.15052987,2.023854395,3135.573104,0.230453667
0.213404827,1.106264014,80.14456743,0.586378682,76.13116983,42.02311103,0.342965688,4.690809035,10.54304343,7159.995381,0.422508959
0.586761847,1.13291649,88.13475823,0.565023329,40.51477676,15.59319401,1.61722806,4.465701695,13.70142505,11792.13673,0.285601037
0.407325176,1.203236864,83.898844,0.698421,85.45809814,24.94523636,1.534990233,2.609099565,14.24607052,13427.59804,0.346120052
0.474971937,0.8732577,89.14234117,0.671092487,70.17448268,10.27905574,0.442618478,1.969064865,11.41951504,2375.674168,0.278881167
0.724087114,1.243839949,86.65413841,0.611655584,56.05698087,49.45409648,1.054454515,3.037308285,1.000418893,22513.26185,0.337943782
0.433155826,1.031895912,89.87529479,0.656245409,73.53826023,24.77626036,0.606632403,4.350697326,6.157961555,7521.664901,0.425419718
0.152019329,0.872186355,80.39707941,0.530778635,96.87983191,20.28019692,1.175821781,1.450775822,17.49137543,4870.300659,0.255447146
0.484144988,1.12908864,83.39163728,0.62763481,19.12923143,32.21804103,1.787825958,1.419232404,12.7720593,10900.16516,0.455667221
0.764781607,0.940398371,93.5333926,0.418731741,66.01151475,3.611941272,1.514689742,0.003189667,7.078640423,5939.146091,0.20318647
0.139651207,0.972701241,90.53868595,0.624986206,64.36124633,4.798003544,0.783555019,0.552279208,17.11752424,3703.836026,0.091491132
0.592981129,0.983800058,90.7438768,0.552301119,31.48854912,23.54569473,0.896801321,0.797457037,5.534842454,6828.821065,0.507723797
0.429051471,0.829895253,92.62500784,0.496865071,32.53820668,6.012892314,0.659896033,4.874314109,14.23801778,2459.354644,0.261964998
0.673357625,1.035432268,91.37866964,0.622612045,59.93525083,1.399648681,1.176614771,4.384023257,12.57789788,9327.150633,0.105654099
0.750077932,1.074726222,83.55275653,0.611107013,29.59294864,29.7432781,1.314188038,3.601582919,7.845083919,9152.743111,0.396741762
0.699788149,1.125774611,85.98401339,0.521928044,42.89682132,48.18808351,0.354619515,3.395013119,1.188102498,9567.338049,0.515851421
0.891539381,1.171272216,82.98097273,0.442208391,25.87994623,21.50802697,0.237018687,1.56902367,17.42015346,11449.81693,0.390890789
0.621140822,1.139950062,91.2371505,0.691840129,22.44978617,42.67719002,1.379552993,2.610430879,4.213410425,16839.6067,0.492205216
0.875808409,0.951547292,92.32278504,0.554601512,55.42376673,24.37926905,1.663640461,3.048465091,11.86221469,6517.687203,0.48470372
0.630899633,1.127403234,91.95308358,0.615112089,69.82947725,17.21493983,0.14131608,4.670176642,14.81707122,8261.694784,0.470291837
0.859113879,0.883563301,86.44204785,0.66185646,9.612959369,26.10459922,0.359261737,3.260251326,9.43965938,3145.593989,0.399484652
0.716156809,1.178449716,85.26851937,0.654124792,88.3040557,2.17068207,1.34771041,1.723358871,18.36606649,16497.23265,0.117448861
0.576041235,1.000373551,81.08145749,0.677503649,19.4453829,48.28316927,1.591573619,1.340732087,19.3579757,6805.48768,0.571775501
0.699770829,0.941997463,88.09388034,0.555405922,56.38122934,44.5851702,0.231599192,1.36600933,8.467302169,3159.508651,0.683926596
0.346103472,0.908012164,80.6953577,0.57863683,81.80250321,31.1569682,1.819699468,2.836376361,3.102733115,4667.080877,0.396654709
0.798155477,0.943598009,90.64179611,0.67147187,60.52692501,13.14943202,0.627495679,1.500445522,3.607645293,3041.267571,0.409841769
